지점,지점명,위도,경도,노장해발고도(m)
83595,아이모레스,-19.4833,-41.0667,83
83612,캄푸 그란데,-20.4667,-54.6667,567
83623,보투포랑가,-20.4167,-49.9833,
83630,프란카,-20.55,-47.4333,1026
83648,비토리아,-20.3167,-40.3333,36
83649,비토리아,-20.2667,-40.2833,4
83650,트린데이드 (일라),-20.5,-29.3167,5
83676,카탄두바,-21.1333,-48.9667,536
83687,라브라스,-21.2333,-45,919
83692,주이즈 드 포라,-21.7667,-43.35,939
83695,이타페루나,-21.2,-41.8833,123
83698,캄포스,-21.75,-41.3333,11
83702,폰타 포라,-22.5333,-55.7,650
83704,이비네마,-22.3167,-53.9333,369
83718,코데이로,-22.0333,-42.3667,485
83726,사오 카로스,-22.0167,-47.8833,856
83738,레센데,-22.4833,-44.4667,440
83743,리우데쟈네이로,-22.9167,-43.1667,5
83746,갈레아오,-22.8167,-43.25,6
83766,론드리나,-23.3833,-51.1833,566
83780,상파울로,-23.6167,-46.65,803
83781,상파울로,-23.5,-46.6167,792
83827,포스두 이구아수,-25.5167,-54.5833,180
83836,이라티,-25.4667,-50.6333,837
83840,쿠리치바 공항,-25.5167,-49.1667,908
83840,쿠리치바,-25.5167,-49.1667,908
83842,쿠리치바,-25.4167,-49.2667,924
83897,플로리아노폴리스,-27.5833,-48.5667,2
83899,플로리아노폴리스,-27.6667,-48.55,5
83907,사오 루이즈 곤자가,-28.4,-55.0167,245
83914,파쏘 푼두,-28.25,-52.4,684
83919,붐 지저스,-28.6667,-50.4333,1048
83925,산타 마르타,-28.6,-48.8167,43
83936,산타 마리아,-29.7,-53.7,95
83967,포르투 알레그레,-30.0167,-51.2167,47
83967,포르토 알레그레,-30.0167,-51.2167,47
83970,모스타다스,-31.25,-50.9,4
83971,포르투알레그리,-30,-51.1833,3
83980,베이그,-31.3333,-54.1,242
83997,ST.비토리아 두 팔머,-33.5167,-53.35,24
83998,추이,-33.75,-53.3667,11
84001,세이모르 에어로포르토 (갈라파 ,-0.45,-90.2833,
84008,갈라파고스,-0.9,-89.6167,8
84018,에스메랄다 에어로푸르토 (타치 ,0.9667,-79.6167,
84027,툴간 에어로프루토,0.8167,-77.7,
84063,라고 아그리오 에어로프루토,0.1,-76.8833,
84071,키토,-0.1333,-78.4667,
84088,이조밤바,-0.35,-78.55,
84099,엘 코카 에어로프루토,-0.45,-76.95,
84117,만타,-0.95,-80.6833,
84123,라타쿤가 에어로프루토,-0.9,-78.6,
84132,누에보 로카푸에르테,-0.9167,-75.4167,
84135,포르토베이조,-1.0333,-80.45,
84140,피친기,-1.1,-79.4833,
84143,루미팜바,-1.0167,-78.5833,
84147,암바토 에어로푸르토,-1.2,-78.5667,
84160,퀴로차카,-1.35,-78.6,
84163,파스타자/리오 아마조나스,-1.5,-78.05,1043
84176,리오밤바 에어로프르토,-1.65,-78.65,
84179,뿌요,-1.5,-77.9,
84200,사리나스 에어로푸르토,-2.2,-80.9833,
84203,과야퀼 에어로푸르토,-2.15,-79.8833,
84217,마카스 에어로프르토,-2.2833,-78.1167,
84226,카나,-2.55,-78.9333,
84239,쿠엔카 에어로프르토,-2.8833,-78.9833,
84265,카타마요 에어로프르토 (라 토마,-3.9833,-79.3667,
84270,로자/라 아젤리나,-4.0333,-79.2,
84279,마카라 에어로프르토,-4.3667,-79.9333,
84370,툼베스,-3.55,-80.4,25
84377,이키토스,-3.75,-73.25,125
84390,탈라라,-4.5667,-81.25,85
84401,피우라,-5.1833,-80.6,49
84425,유리마과스,-5.9,-76.0833,179
84444,차차포야스,-6.2167,-77.8333,2540
84452,치클라요,-6.7833,-79.8333,29
84455,타라포토,-6.45,-76.3833,281
84472,카하마르카,-7.1333,-78.4667,2620
84474,주안주이,-7.2167,-76.7167,350
84501,트루히요,-8.1,-79.0333,26
84515,뿌깔빠,-8.4167,-74.6,148
84531,침보트,-9.1667,-78.5167,20
84534,팅고 마리아,-9.1333,-75.95,664
84542,안타 (우아라즈),-9.35,-77.6,2750
84564,우아누코,-9.9,-75.75,1859
84628,리마카야오 호르헤차베스,-12,-77.1167,12
84628,리마,-12,-77.1167,12
84658,푸에르토 말도나도,-12.65,-69.2,265
84673,아야쿠초,-13.1333,-74.2167,2740
84686,쿠스코,-13.55,-71.9833,3248
84688,안다와레이라스,-13.7167,-73.35,3444
84691,피스코,-13.75,-76.2833,8
84720,나즈카,-14.8667,-74.95,567
84735,주리아카,-15.4833,-70.15,3826
84752,아레키파,-16.3167,-71.55,2538
84773,이로,-17.6833,-71.3333,9
84782,타크나,-18.0667,-70.3,468
85041,코비자,-11.0333,-68.7833,235
85043,리베랄타,-11,-66.1167,141
85104,산 호아킨,-13.0667,-64.8167,140
85109,샌 라몬,-13.3,-64.7,140
85114,마그달레나,-13.3333,-64.1167,140
85123,산타아나,-13.7667,-65.4333,144
85140,레예스,-14.3167,-67.3833,140
85141,루레나바키,-14.4667,-67.5667,204
85151,아폴로,-14.7333,-68.5,1415
85152,산 보르자,-14.8667,-66.8667,194
85153,샌 이그나시오 데 목소,-14.9167,-65.6,160
85154,트리니대드,-14.8167,-64.9167,155
85175,아센시온 드 과라요스,-15.7167,-63.1,247
85195,산 자베이르,-16.2667,-62.4667,534
85196,콘셉시온,-16.15,-62.0167,497
85201,라파즈,-16.5167,-68.1833,4058
85201,라파스 알토,-16.5167,-68.1833,4058
85210,산 마티아스,-16.3333,-58.3833,124
85223,코차밤바,-17.4167,-66.1833,2548
85242,오루로,-17.9667,-67.0667,3072
85244,비루비루,-17.6333,-63.1333,373
85245,산타 크루즈 엘 프롬필로,-17.8,-63.1833,418
85247,산 오세 드 치키토스,-17.8,-60.7333,284
85264,발레그렌드,-18.4667,-64.1,1998
85268,로보르,-18.3167,-59.7667,276
85283,수크레,-19.0167,-65.3,2904
85289,푸에르토 수아르즈,-18.9833,-57.8167,134
85293,포토시,-19.55,-65.7333,3935
85312,몬티구도,-19.7833,-63.9167,992
85315,카미리,-20,-63.5333,798
85345,빌라모테스,-21.25,-63.45,398
85364,타리하,-21.55,-64.7,1854
85365,야키바,-21.95,-63.65,645
85394,베르베조,-22.7667,-64.3167,381
85406,아리카,-18.35,-70.3333,55
85418,이키케,-20.5333,-70.1833,48
85432,카라마,-22.5,-68.9,2320
85442,안토파가스타,-23.4333,-70.45,140
85467,칼데라 데 드 아타카마,-27.25,-70.7667,204
85469,이슬라 데 파스콰,-27.1667,-109.4333,69
85488,라세레나,-29.9167,-71.2,146
85574,푸다후엘,-33.3833,-70.7833,474
85574,파다우엘,-33.3833,-70.7833,474
85577,킨타 노르말 ,-33.4333,-70.6833,
85585,후안 페르난데스,-33.6167,-78.8167,
85586,산토도밍고,-33.65,-71.6167,75
85629,쿠리코,-34.9667,-71.2167,220
85672,치얀,-36.5833,-72.0333,148
85682,콘셉시온,-36.7667,-73.0667,148
85743,테무코,-38.7667,-72.6333,93
85766,발디비아,-39.6333,-73.0833,19
85782,르노,-40.6,-73.05,58
85799,푸에르토몬트,-41.4333,-73.1,90
85832,푸탈루푸,-43.2,-71.8167,350
85864,코야이키,-45.6,-72.1,311
85874,발마세다,-45.9167,-71.7,522
85886,칠레 치코,-46.55,-71.7,326
85892,코츠라네,-47.25,-72.5833,196
85934,푼타아레나스,-53,-70.85,43
86033,바히아 네그라,-20.2167,-58.1667,92
86068,마리스칼 에스티가리비아 ,-22.0167,-60.6,172
86086,푸에르토 카사도,-22.2833,-57.8667,88
86097,페드로후안카바예로,-22.5833,-55.65,614
86128,포조 콜로라도,-23.45,-58.8667,
86134,콘셉시온,-23.4167,-57.3,
86170,그랄 브루게스,-24.7667,-58.8333,
86185,산페드로,-24.0667,-57.0833,
86192,산 에스타니슬라오,-24.65,-56.4333,
86210,솔토스 델 과이라,-24.05,-54.3167,
86218,아순시온 아에로뿌에르또,-25.2667,-57.6333,
86218,아순션,-25.2667,-57.6333,
86221,파라과리,-25.6333,-57.1333,
86233,비야리카,-25.75,-56.4333,
86234,넬.오비에도,-25.45,-56.3667,
86246,아에로뿌에르또 과라니 ,-25.45,-54.85,
86255,필라르,-26.85,-58.3167,59
86260,산 후안 바우티스타 미시오네스,-26.6667,-57.15,
86268,카아사파,-26.1833,-56.35,
86285,캐피탄 메자,-26.9333,-55.2,
86297,엥카르나시온,-27.3167,-55.8333,
86330,아르티가스,-30.3833,-56.5,123
86350,리베라,-30.8833,-55.5333,
86360,살토,-31.3833,-57.95,
86440,멜로,-32.3667,-56.1833,
86490,메르세데스,-33.25,-58.0667,22
86560,코로니아,-34.45,-57.8333,
86565,로차,-34.4833,-54.3,
86580,카라스코,-34.8333,-56,32
87007,라 끼아카,-22.1,-65.6,3462
87016,오랑,-23.15,-64.3167,357
87022,타르타갈,-22.65,-63.8167,450
87046,후후이,-24.3833,-65.0833,921
87047,살타,-24.85,-65.4833,1238
87078,라스 로미타스,-24.7,-60.5833,130
87097,이구아주,-25.7333,-54.4667,270
87121,투쿠만,-26.85,-65.1,440
87129,산티아고 델 에스테로,-27.7667,-64.3,198
87148,프레시덴샤 로케 사엔스 페냐,-26.7333,-60.4833,91
87155,레시스텐시아,-27.45,-59.05,53
87162,포르모사,-26.2,-58.2333,59
87163,B.데 이리고옌 에어로,-26.25,-53.15,815
87166,코리엔테스,-27.45,-58.7667,62
87173,이투자인고,-27.5833,-56.6667,
87178,포사다스,-27.3667,-55.9667,131
87187,오베라,-27.4833,-55.1333,
87211,티노가스타,-28.0667,-67.5667,
87213,치레시토 에어로,-29.2333,-67.4333,
87217,라 리오자,-29.3833,-66.8167,438
87222,카타마르카,-28.6,-65.7667,454
87244,빌라 드 마리아 델 리오 세코,-29.9,-63.6833,
87257,세레스,-29.8833,-61.95,87
87270,레콩키스타,-29.1833,-59.7,48
87289,파소 드 로스 리브리스,-29.6833,-57.15,69
87305,자찰,-30.25,-68.75,
87311,산 후안,-31.4,-68.4167,597
87320,차미칼,-30.3667,-66.2833,467
87322,치페스,-31.3333,-66.6,
87328,돌로레스,-31.95,-65.1333,561
87344,코르도바,-31.3167,-64.2167,484
87345,코르도바,-31.4,-64.1833,
87347,에스쿠엘라 드 아비시온 밀타,-31.45,-64.2667,
87349,필라,-31.6667,-63.8833,
87371,소스 비에호,-31.7,-60.8167,17
87374,파라나,-31.7833,-60.4833,74
87393,몬테 카세로스,-30.2667,-57.65,53
87395,콩코르디아,-31.3,-58.0167,35
87405,유스팔라타,-32.6,-69.3333,
87416,산마르틴,-33.0833,-68.4167,
87418,멘도사,-32.8333,-68.7833,705
87420,멘도사,-32.8833,-68.85,
87436,산 루이스,-33.2667,-66.35,710
87444,산타 로사 드 콘라라,-32.3833,-65.1833,615
87448,레이놀즈,-33.7333,-65.3833,485
87453,리오 쿠아르토,-33.1167,-64.2333,420
87467,마르코스 후아레즈,-32.7,-62.15,110
87468,베나도 투에르토 에어로,-33.6667,-61.9667,112
87470,엘 트레볼,-32.5,-61.6667,
87480,로사리오,-32.9167,-60.7833,25
87497,구알레구아추,-33,-58.6167,23
87506,말라르기,-35.5,-69.5833,1426
87509,산 라파엘,-34.5833,-68.4,745
87532,제너럴 피코 에어로,-35.7,-63.75,139
87534,라보울라이,-34.1333,-63.3667,136
87544,페와조 에어로,-35.8667,-61.9,87
87548,후닌,-34.55,-60.9167,82
87550,누에브 드 주리오,-35.45,-60.8833,
87553,산 페르난도 에어로,-34.45,-58.5833,3
87563,라스 플로레스 에어로,-36.0667,-59.1,38
87571,엘 팔로마 에어로,-34.6,-58.6,18
87576,에세이사,-34.8167,-58.5333,20
87582,아에로파르케,-34.5667,-58.4167,6
87585,부에노스에이레스,-34.5833,-58.4833,
87593,라 플라타,-34.9667,-57.9,21
87596,푼타 인디오 B.A.,-35.3667,-57.2833,16
87623,산타 로사,-36.5667,-64.2667,190
87637,코로넬 수아레즈 에어로,-37.4333,-61.8833,
87640,볼리바르,-36.2,-61.0667,94
87641,아술,-36.8333,-59.8833,146
87643,오라바리아 에어로,-36.8833,-60.2167,165
87645,탄딜,-37.2333,-59.25,175
87648,돌로레스,-36.35,-57.7333,10
87649,베니토 후아레즈,-37.7167,-59.7833,
87679,피기 에어로,-37.6,-62.3833,304
87688,트레스 아로요스,-38.3333,-60.25,
87692,마르델플라타,-37.9333,-57.5833,18
87715,네우껜,-38.95,-68.1333,270
87736,리오 콜로라도,-39.0167,-64.0833,
87750,바이아 블랑카,-38.7333,-62.1667,75
87765,바릴로체,-41.15,-71.1667,845
87774,마퀸차오,-41.25,-68.7333,
87784,산 안토니오 오에스테,-40.7833,-65.1,20
87791,비에드마,-40.85,-63.0167,6
87800,엘 볼손 에어로,-41.9667,-71.5167,337
87803,에스쿠엘,-42.9333,-71.15,789
87814,파소 드 인디오스,-43.8167,-68.8833,
87823,P.마드린 에어로,-42.7333,-65.0667,136
87828,트렐류,-43.2,-65.2667,39
87852,페리토 모레노,-46.5167,-71.0167,429
87860,코모도로 리바다비아,-45.7833,-67.5,58
87880,고베르나도 그레고레스 에어로,-48.7833,-70.1667,358
87896,푸에르토 데세아도,-47.7333,-65.9167,81
87904,엘 칼라파테,-50.2667,-72.05,199
87909,샌 율리안,-49.3167,-67.75,58
87925,리오 가예고스,-51.6167,-69.2833,20
87934,리오 그란드 B.A.,-53.8,-67.75,13
87938,우수아이아,-54.8,-68.3167,16
88878,페블 아일랜드,-51.3167,-59.6,
88883,웨들 섬,-51.9,-60.9167,
88889,마운트 플레즌트,-51.8167,-58.45,74
88897,시 라이온 섬,-52.4333,-59.0833,
88900,버드 섬,-54,-38.05,2
88903,그리트비켄,-54.2667,-36.5,
88963,에스페란자 기지,-63.4,-56.9833,
88968,오르카다스 기지 ,-60.75,-44.7167,
89002,뉴메이어,-70.6667,-8.25,50
89003,하브파리겐,-71.15,-6.6833,
89004,사나에 AWS,-71.7,-2.8,815
89009,아문센 스콧 기지,-90,0,
89013,볼드릭,-82.7667,-13.05,
89014,노르덴스키올드 베이스,-73.05,-13.3833,
89022,핼리,-75.5,-26.65,
89034,베이스 그라노 II,-77.8667,-34.6167,
89050,벨링스하우젠,-62.2,-58.9333,16
89053,쥬바니 기지,-62.2333,-58.6333,
89055,마람비오 기지,-64.2333,-56.7167,198
89056,센트로 안따르티코 에두아르도 ,-62.1833,-58.9833,48
89057,아르투로 프라트 기지,-62.5,-59.6833,
89058,만리 장성,-62.2167,-58.9667,
89059,베르나르도 오히긴스 기지,-63.3167,-56.6833,
89061,파머 스테이션,-64.7667,-64.0833,
89062,로트헤라,-67.5667,-68.1333,
89063,베르나드스키 기지,-65.25,-64.2667,
89065,포실 블러프,-71.3333,-68.35,
89066,산 마르틴,-68.1333,-67.1333,
89087,시엘 마운테인스 AWS,-85.2,-87.8833,
89108,헨리 기지,-89,-1.0333,
89132,루스카자,-74.7667,-136.8,
89251,세종 기지,-62.2167,-58.75,10
89257,림버트 기지,-75.4167,-59.95,
89262,라르센 빙붕,-66.95,-60.9167,
89266,버틀러 기지,-72.2167,-60.1667,
89272,유니버셜. 위스콘신 ID 8917 (SK,-74.9833,-70.7667,
89324,유니버셜. 위스콘신 ID 8903 (비,-80,-119.4,
89324,위스콘신 대학교 ID 8903 (버드 스테이션),-80,-119.4,
89329,하뤼 기지,-83,-12.3833,
89332,엘리자베스 기지,-82.6167,-137.0833,
89345,유니버셜. 위스콘신 ID 8900 (시,-81.65,-148.7833,
89345,위스콘신 대학교 ID 8900 (사이플 돔),-81.65,-148.7833,
89376,유니버셜. 위스콘신 ID 8911 (길,-80,-178.6167,55
89377,유니버셜. 위스콘신 ID 8908 (레,-82.5167,-174.45,
89504,트롤,-72,2.5333,1290
89512,노볼라자레스케아,-70.7667,11.8333,
89514,마이트리,-70.7667,11.75,
89532,쇼와,-69,39.5833,18
89542,모로데즈나자,-67.6667,45.85,
89564,모슨,-67.6,62.8667,10
89570,다비스 (？ ？),-68.4667,78.8167,551
89571,데이비스 해협,-68.5833,77.9667,16
89573,중산,-69.3667,76.3667,
89574,프로그레스,-69.3833,79.3833,
89575,드루즈나야-4,-69.7333,73.7,
89577,돔 아구스,-80.3667,77.3667,
89578,이글,-76.4167,77.0333,2824
89592,미르니,-66.55,93.0167,
89598,아고-4,-82.0167,96.7667,
89606,보스토크,-78.45,106.8667,
89611,케이시,-66.2833,110.5333,40
89614,케이시,-66.7,11.5,727
89615,윌스킨 런웨이 이스트,-66.6833,111.5333,753
89625,콘코르디아,-75.1,12.4,3232
89642,뒤몽 뒤르빌 기지,-66.6667,140.0167,40
89648,미드 포인트 기지,-72.5333,14.8667,2508
89659,프리스틀리 빙하,-73.6333,16.65,
89661,필립스 곶,-73.05,169.6,200
89662,테라 노바 기지,-74.7,164.1,80
89664,맥머도 기지,-77.85,166.6667,
89666,로스 곶,-76.7167,162.9667,200
89667,페가수스 북부 기지,-77.95,166.5,
89734,유니버셜. 위스콘신 ID 8982 (돔,-77.3167,39.7,
89744,유니버셜. 위스콘신 ID 8918 (릴,-74.0167,43.0667,
89767,에이머리 빙붕,-70.9,69.8667,84
89768,유니버셜. 위스콘신 ID 21360 ( ,-78.55,166.65,
89769,린다 기지,-78.4667,168.3833,
89799,니코 기지,-89,89.6667,
89807,케이시,-66.55,10.75,40
89809,카세이 스키웨이 사우스,-66.2833,110.7667,392
89811,케이시,-66.7333,11.8333,1366
89828,유니버셜. 위스콘신 ID 8989 (돔,-75.1167,123.3833,
89832,유니버셜. 위스콘신 ID 8914 (D-,-66.7167,139.8333,
89834,유니버셜. 위스콘신 ID 8916 (D-,-67.4,138.7333,
89864,마누엘라 기지,-74.95,163.6833,
89865,유니버셜. 위스콘신 ID 8921 (휫,-76.15,168.4,
89866,마블 포인트,-77.4333,163.6833,
89868,슈베르트페거 기지,-79.9,169.9833,
89869,위스콘신 대학교 ID 8931 (마릴린),-79.95,165.1333,
89869,매릴린 기지,-79.95,165.1333,
89872,페럴 기지,-77.9333,170.8167,
89873,유니버셜. 위스콘신 ID 8915 (에,-83.1333,174.1667,
89879,포제션 기지,-71.9,171.2167,
91165,리후에,21.9833,-159.3333,32
91182,호놀룰루,21.35,-157.9333,2
91190,카훌루이,20.9,-156.4333,18
91203,파랄롭 아일랜드 (CG),,10.0333,139.8
91212,하갓냐,13.4667,144.7833,75
91285,힐로 리먼,19.7167,-155.05,11
91317,워레이 아톨,,7.3833,143.9167
91324,캐롤라인-풀루와트,7.35,149.2,2
91334,축,7.45,151.8333,4
91339,루쿠너 아톨,,5.5,153.8167
91343,오롤룩 아톨 AWS,,7.6333,155.1667
91348,폰페이,6.9667,158.2167,38
91350,뫄키로아,,6.6667,159.7833
91353,핀제랍 아톨,,6.2167,160.7
91356,레루,,,5.3333
91366,콰잘린,8.7333,167.7333,2
91367,아일링라파랩 아톨,,7.2667,168.8333
91369,자루잇 아톨,,5.9167,169.65
91376,마주로 마샬군도,7.0833,171.3833,3
91378,미리 아톨,,6.0833,171.7333
91408,코로르,7.3333,134.4833,30
91413,야프 섬,9.4833,138.0833,16
91425,나쿠오로 아톨,,3.85,153.0167
91434,카핑가마란기 아톨,,1.0833,154.7667
91490,크리스마스 아일랜드,1.9833,-157.4833,3
91551,솔라,-13.85,167.55,17
91554,페코아,-15.5167,167.2167,41
91555,라맙,-16.4167,167.8,26
91557,바우어필드,-17.7,168.3,20
91565,버튼필드,-19.5333,169.25,70
91568,아네이튬,-20.2333,169.7667,6
91577,코우막,-20.5667,164.2833,23
91592,누메아,-22.2667,166.45,69
91601,부타리타리,3.0333,172.7833,1
91610,타라와,1.35,172.9167,2
91612,본리키 에어포트,1.3833,173.15,2
91623,베루,-1.35,176,2
91629,아로라에,-2.6667,176.8333,4
91631,나누메아,-5.6667,176.1333,2
91636,누이,-7.2333,177.15,1
91642,푸나푸티,-8.5,179.2167,
91643,푸나푸티,-8.5167,179.2167,1
91648,니울라키타,-10.75,179.5,2
91650,로투마,-12.5,177.05,26
91652,우두 포인트 AWS,-16.1333,-179.9833,62
91656,라바사 AWS,-16.4333,179.4167,2
91659,나보우왈루,-17,178.7,34
91660,야사와-I-라라 AWS,-16.7,177.5833,48
91670,비와,-17.15,176.9,5
91676,바누아 발라부 AWS,-17.2333,-178.95,
91680,나디,-17.75,177.45,13
91682,시가토카 AWS,-18.05,178.5667,5
91683,나우소리,-18.05,178.5667,5
91691,라케바 AWS,-18.2333,-178.8,2
91693,부니세아,-19.05,178.1667,30
91697,마투쿠,-19.1333,179.75,3
91699,오노-I-라우 AWS,-20.6667,-178.7167,27
91701,칸톤 아일랜드,-2.7667,-171.7167,2
91723,누쿠노누,-9.2,-171.9,3
91753,히히포,-13.2333,-176.1667,23
91759,팔레올로 ,-13.8167,-172,1
91762,아피아,-13.8,-171.7833,2
91765,파고파고,-14.3333,-170.7167,6
91772,니우아푸,-15.5667,-175.6167,60
91776,킵펠,-15.95,-173.7667,2
91779,루페파우,-18.5833,-173.9667,67
91784,하파이,-19.8,-174.35,2
91792,푸아 아모투,-21.2333,-175.15,38
91824,하난,-19.0833,-169.9333,59
91925,아투오나,-9.8,-139.0333,51
91929,보라보라,-16.4333,-151.75,3
91936,타우티라,-17.7333,-14.1667,2
91938,타히티 파페에테,-17.55,-149.6167,1
91943,타카로아,-14.4833,-145.0333,2
91944,하오,-18.0667,-140.95,2
91945,헤레헤레투에,-19.9,-145,2
91948,리키티아,-23.1333,-134.9667,91
91954,투부아이 제도,-23.35,-149.4833,2
91958,라파스,-27.6167,-144.3333,1
92004,웨와크 W.O.,-3.5833,143.6667,6
92010,고로카 ATS,-6.0667,145.3833,1587
92022,바니모,-2.7,141.3167,3
92035,포트 모르스비,-9.3833,147.2167,48
92044,모모테 W.O.,-2.05,147.4167,4
92047,나드잡 W.O.,-6.5667,146.7167,70
92076,카비엥 W.O.,-2.5667,150.8167,3
92077,거네이 W.O.,-10.3167,150.3333,20
92100,토쿠아 W.O.,-4.3333,152.3667,10
93004,레잉가 곶,-34.4333,172.6833,216
93069,모코이노,-35.9,175.1,60
93110,오클랜드,-37,174.8,7
93129,휘티앙가 에어로 AWS,-36.8667,175.6667,5
93186,타우랑가,-37.6667,176.2,4
93196,힉스 베이,-37.55,178.3,46
93245,타우포,-38.7333,176.0667,407
93292,기즈번,-38.65,177.9833,5
93309,뉴플리머스,-39.0167,174.1833,28
93373,네이피어,-39.45,176.85,3
93404,파머스턴 노스,-40.3167,175.6,45
93420,파라파라우무,-40.9,174.9833,7
93439,웰링턴,-41.3333,174.8,12
93498,캐슬포인트,-40.9,176.2333,6
93515,웨스트포트,-41.7333,171.5667,18
93527,페어웰 스피트,-40.55,173,3
93546,넬슨,-41.2833,173.2333,6
93597,캠벨 곶,-41.7333,174.2,1
93615,호키티카,-42.7167,170.9833,45
93678,카이코우라,-42.4167,173.7,105
93709,하스트,-43.8667,169,3
93773,티마루,-44.3,171.2333,26
93781,크라이스트 처치,-43.4833,172.5167,37
93800,시크레터리 섬,-45.2167,166.8833,19
93805,퓌세규어 포인트,-46.1667,166.6333,46
93831,퀸스타운,-45.0167,168.7333,354
93845,인버카길,-46.4167,168.3333,0
93887,너깃 포인트 AWS,-46.45,169.8167,129
93891,더니든,-45.9167,170.1833,1
93909,사우스 웨스트 곶,-47.2667,167.45,101
93929,앤더비 섬,-50.4833,166.3,40
93947,캠벨 섬,-52.55,169.15,15
93987,채텀 제도 AWS,-43.95,-176.5667,44
93994,라울 섬,-29.25,-177.9167,38
94100,카룸부루,-14.3,126.6333,23
94102,트로튼 섬,-13.75,126.15,8
94103,브로우스 아일랜드 AWS,-14.1167,123.5333,4
94116,덤 인 미라이,-12.6333,130.3667,4
94119,피란김피,-11.4,130.4167,12
94120,다윈,-12.4167,130.8833,31
94121,채널 포인트,-13.1667,130.1167,3
94122,폴스로이 곶,-11.7833,130.0167,6
94125,배출러 에어로,-13.05,131.0167,104
94127,포인트 스투아트,-12.2333,131.8833,1
94128,더글라스 리버 AWS,-13.8333,131.1833,43
94130,브래드쇼,-14.95,130.8,75
94131,틴달,-14.5167,132.3667,135
94135,멕클루어 아일랜드 AWS,-11.05,132.9833,1
94137,자비루 에어포트,-12.6667,132.9,26
94139,와루위,-11.65,133.3833,19
94140,미린김비,-12.1167,134.9,16
94141,센트럴 아넴 플라테우,-13.3333,13.0833,416
94143,불만 AWS,-13.6667,13.3333,103
94147,웨셀즈 곶,-11.0167,136.75,18
94150,고브,-12.2833,136.8167,54
94152,보롤루라,-16.0833,136.3,16
94153,그루테 아일란트 에어포트,-13.9833,136.4667,17
94170,웨이파,-12.6833,141.9167,19
94171,스커저 라프,-12.6167,14.0833,40
94174,혼 아일랜드,-10.5833,142.2833,5
94182,코코넛 아일랜드,-10.05,143.0667,4
94183,코엔 에어포트,-13.7667,14.1167,162
94186,록하트 리버 에어포트,-12.7833,143.3,24
94188,케이프 플라테리,-14.9667,14.3167,18
94200,만도라,-19.7333,120.85,7
94201,시그넷 베이,-16.45,123,7
94202,비드야단가,-18.6833,121.7833,11
94203,브롬 ,-17.95,122.2333,17
94204,커틴 에어로,-17.5833,123.8167,91
94206,피츠로이 크로싱,-18.1833,125.5667,112
94207,롤리 숄즈,-17.5333,118.95,8
94210,아델 섬,-15.5167,123.15,5
94212,할스 크릭,-18.2333,127.6667,410
94213,와문,-17.0167,128.2167,203
94215,둔간,-15.3833,126.3167,400
94216,쿠넌어라,-15.7833,128.7167,44
94217,아기레 에어로드롬,-16.6333,128.45,159
94225,델라머 웨폰스 레인지,-15.75,131.9167,221
94231,라자마누,-18.3333,130.6333,318
94232,빅토리아 리버 다운스,-16.4,131.0167,89
94234,달리 워터스 AWS,-16.25,13.3667,210
94236,엘리옷,-17.55,133.5333,220
94238,테넌트 크릭 기상청,-19.6333,134.1833,377
94239,음카투어 리버 마인,-16.4333,13.0667,40
94248,센트레 아일랜드,-15.75,136.8,12
94255,카모오윌,-19.9167,138.1167,231
94257,스워스 아일랜드,-17.1167,13.6,4
94259,버크타운 우체국,-17.75,139.55,6
94260,버케타운 에어포트,-17.75,13.5333,6
94261,센트리 마인,-18.75,13.7,126
94266,노만튼 에어포트,-17.6833,14.0667,22
94268,코완야마,-15.4833,141.75,11
94274,지오게타운 에어포트,-18.3,14.5333,303
94276,팔머빌레,-16,144.0667,204
94284,알링턴 리프,-16.7167,146.1167,
94285,로우 이슬리스 라이트하우스,-16.3833,145.5667,3
94287,케언스,-16.8833,145.75,3
94288,아더튼 트리트먼스 플랜트,-17.25,145.4833,752
94289,홈스 리프,-16.4667,147.8667,2
94290,플린더스 리프,-17.7167,148.45,3
94292,카드웰,-18.25,146.0167,6
94293,밍젤라 닷스우드 AWS,-19.6333,146.2833,292
94294,타운즈빌,-19.25,146.7667,6
94295,루신다 포인트 AWS,-18.5167,146.4,10
94298,매리언 리프,-19.0833,152.3833,2
94299,윌리스 섬,-16.3,149.9833,6
94300,카나본,-24.8833,113.6667,4
94302,리어몬쓰,-22.2333,114.0833,6
94303,더베나드 아일랜드,-21.45,115.0167,5
94306,마다이,-21.1833,115.9667,11
94307,카라르장 드르 아일랜드,-20.3667,116.85,30
94308,로에보른 에어로,-20.75,11.15,11
94312,포트 헤들랜드  ,-20.3667,118.6333,10
94313,위테눔,-22.25,118.3333,463
94315,바블 바 컴파리슨,-21.1833,119.75,182
94316,파라부르두 에어로,-23.1667,117.75,428
94317,뉴먼,-23.4167,119.8,526
94318,냥 스테이션,-23.0333,115.0333,111
94319,텔퍼,-21.7167,122.2167,296
94321,울룽구루,-23.2667,12.3667,454
94323,와타카 킨스 캐넌,-24.3,131.55,614
94326,앨리스 스프링스   ,-23.8,133.8833,545
94327,저보스,-22.95,136.15,328
94328,테리토리 그레이프 팜,-22.45,133.6333,566
94332,마운트 아이자,-20.6833,139.4833,342
94333,보우리아 에어포트,-22.9167,139.9,162
94334,비두라이 폴리스 스테이션,-24.3667,139.4667,91
